"Filename","RepType Code","Description","Ticker","Date"
"2025031702925739","02002","Change in substantial holding","HGO","2025-03-17"
"2025031702925741","02001","Becoming substantial holder","BFG","2025-03-17"
"2025031702925754","02002","Change in substantial holding","HT8","2025-03-17"
"2025031702925772","02001","Becoming substantial holder","WAF","2025-03-17"
"2025031702925775","02003","Ceasing to be substantial holder","ZIP","2025-03-17"
"2025031702925776","02003","Ceasing to be substantial holder","NIC","2025-03-17"
"2025031702925791","02002","Change in substantial holding","MTO","2025-03-17"
"2025031702925799","02003","Ceasing to be substantial holder","CHC","2025-03-17"
"2025031702925820","02001","Becoming substantial holder","SPL","2025-03-17"
"2025031702925823","02002","Change in substantial holding","IRE","2025-03-17"
"2025031702925834","02001","Becoming substantial holder","MAQ","2025-03-17"
"2025031702925835","02002","Change in substantial holding","COI","2025-03-17"
"2025031702925841","02003","Ceasing to be substantial holder","WOW","2025-03-17"
"2025031702925843","02002","Change in substantial holding","WDS","2025-03-17"
"2025031702925845","02002","Change in substantial holding","ORA","2025-03-17"
"2025031702925860","02002","Change in substantial holding","AIM","2025-03-17"
"2025031702925873","03002","Top 20 shareholders","BDG","2025-03-17"
"2025031702925896","02001","Becoming substantial holder","MPX","2025-03-17"
"2025031702925904","02003","Ceasing to be substantial holder","ADR","2025-03-17"
"2025031702925915","02003","Ceasing to be substantial holder","CPO","2025-03-17"
"2025031702925922","02002","Change in substantial holding","PLN","2025-03-17"
"2025031702925923","02002","Change in substantial holding","BRG","2025-03-17"
"2025031702925924","02002","Change in substantial holding","WAF","2025-03-17"
"2025031702925925","02002","Change in substantial holding","WJL","2025-03-17"
"2025031702925934","02001","Becoming substantial holder","DEG","2025-03-17"
"2025031702925935","02002","Change in substantial holding","WEB","2025-03-17"
"2025031702925936","02001","Becoming substantial holder","ZIP","2025-03-17"
"2025031802925945","02001","Becoming substantial holder","DEG","2025-03-18"
"2025031802925952","02001","Becoming substantial holder","ASB","2025-03-18"
"2025031802925964","02002","Change in substantial holding","CMM","2025-03-18"
"2025031802925965","02003","Ceasing to be substantial holder","INA","2025-03-18"
"2025031802925972","02001","Becoming substantial holder","IRE","2025-03-18"
"2025031802925977","02002","Change in substantial holding","CZR","2025-03-18"
"2025031802925981","02002","Change in substantial holding","QUB","2025-03-18"
"2025031802926022","02002","Change in substantial holding","TOT","2025-03-18"
"2025031802926068","02002","Change in substantial holding","NRX","2025-03-18"
"2025031802926082","02002","Change in substantial holding","NSR","2025-03-18"
"2025031802926113","02002","Change in substantial holding","DCL","2025-03-18"
"2025031802926139","02002","Change in substantial holding","CTN","2025-03-18"
"2025031802926143","02001","Becoming substantial holder","HTG","2025-03-18"
"2025031802926151","02002","Change in substantial holding","XF1","2025-03-18"
"2025031802926160","02003","Ceasing to be substantial holder","FWD","2025-03-18"
"2025031802926223","02003","Ceasing to be substantial holder","CHC","2025-03-18"
"2025031802926238","02002","Change in substantial holding","DSE","2025-03-18"
"2025031802926241","02002","Change in substantial holding","PXA","2025-03-18"
"2025031802926257","02002","Change in substantial holding","SKS","2025-03-18"
"2025031802926301","02001","Becoming substantial holder","ASB","2025-03-18"
"2025031802926302","02002","Change in substantial holding","BOE","2025-03-18"
"2025031802926304","02002","Change in substantial holding","NXT","2025-03-18"
"2025031802926305","02003","Ceasing to be substantial holder","ZIP","2025-03-18"
