"Filename","RepType Code","Description","Ticker","Date"
"2024100402862715","02002","Change in substantial holding","GTE","2024-10-04"
"2024100402862717","02002","Change in substantial holding","RSG","2024-10-04"
"2024100402862728","02002","Change in substantial holding","VN8","2024-10-04"
"2024100402862742","02002","Change in substantial holding","NNL","2024-10-04"
"2024100402862757","02003","Ceasing to be substantial holder","DXI","2024-10-04"
"2024100402862780","02003","Ceasing to be substantial holder","VR8","2024-10-04"
"2024100402862789","02002","Change in substantial holding","CTM","2024-10-04"
"2024100402862848","02003","Ceasing to be substantial holder","ACL","2024-10-04"
"2024100402862853","02001","Becoming substantial holder","DTL","2024-10-04"
"2024100402862855","02001","Becoming substantial holder","AOV","2024-10-04"
"2024100402862858","02002","Change in substantial holding","MP1","2024-10-04"
"2024100402862860","02001","Becoming substantial holder","TAH","2024-10-04"
"2024100402862866","02002","Change in substantial holding","FBU","2024-10-04"
"2024100402862876","02003","Ceasing to be substantial holder","ACL","2024-10-04"
"2024100402862903","02002","Change in substantial holding","WTM","2024-10-04"
"2024100402862915","02002","Change in substantial holding","SDR","2024-10-04"
"2024100402862933","02002","Change in substantial holding","NUF","2024-10-04"
"2024100402862938","02003","Ceasing to be substantial holder","FHE","2024-10-04"
"2024100402862942","02002","Change in substantial holding","WJL","2024-10-04"
"2024100402862947","02003","Ceasing to be substantial holder","PV1","2024-10-04"
"2024100402862954","03002","Top 20 shareholders","PNM","2024-10-04"
"2024100402862962","02003","Ceasing to be substantial holder","UNT","2024-10-04"
"2024100402862968","02002","Change in substantial holding","WJL","2024-10-04"
"2024100402862977","02002","Change in substantial holding","PRX","2024-10-04"
"2024100402862983","02002","Change in substantial holding","PRX","2024-10-04"
"2024100402862988","03002","Top 20 shareholders","ECL","2024-10-04"
"2024100402862989","02002","Change in substantial holding","WOW","2024-10-04"
"2024100402862994","02002","Change in substantial holding","PLS","2024-10-04"
"2024100402863017","02002","Change in substantial holding","BSX","2024-10-04"
"2024100402863031","02001","Becoming substantial holder","AS1","2024-10-04"
"2024100402863032","02002","Change in substantial holding","AS1","2024-10-04"
"2024100402863038","02002","Change in substantial holding","VN8","2024-10-04"
"2024100402863048","02002","Change in substantial holding","WTC","2024-10-04"
"2024100402863050","03002","Top 20 shareholders","MRI","2024-10-04"
"2024100402863051","02002","Change in substantial holding","GT1","2024-10-04"
"2024100402863055","03002","Top 20 shareholders","WOA","2024-10-04"
"2024100702863065","03002","Top 20 shareholders","PTL","2024-10-07"
"2024100702863068","02003","Ceasing to be substantial holder","SDR","2024-10-07"
"2024100702863074","02002","Change in substantial holding","AMT","2024-10-07"
"2024100702863080","02003","Ceasing to be substantial holder","LIC","2024-10-07"
"2024100702863091","03002","Top 20 shareholders","LML","2024-10-07"
"2024100702863093","02002","Change in substantial holding","WJL","2024-10-07"
"2024100702863132","02003","Ceasing to be substantial holder","FFF","2024-10-07"
"2024100702863138","02002","Change in substantial holding","NAM","2024-10-07"
"2024100702863156","03002","Top 20 shareholders","CLU","2024-10-07"
"2024100702863164","02003","Ceasing to be substantial holder","QOR","2024-10-07"
"2024100702863310","02002","Change in substantial holding","TSO","2024-10-07"
"2024100702863353","02003","Ceasing to be substantial holder","CNJ","2024-10-07"
"2024100702863390","02002","Change in substantial holding","NAN","2024-10-07"
"2024100702863398","02002","Change in substantial holding","ORA","2024-10-07"
